C	area	id	daily
	VARIABLES	BEGIN	END
	58	1	364

C	daily			OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	BALANCE	BALANCE	LOAD	LOAD	H. ROR	H. ROR	WIND	WIND	SOLAR	SOLAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	COAL	COAL	GAS	GAS	OIL	OIL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. PUMP	H. PUMP	H. LEV	H. LEV	H. INFL	H. INFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	AVL DTG	AVL DTG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	NP COST	NP COST	NODU	NODU
	319	15	NOV	3	2	3	2	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	2	1	1	8	9	1	1	8	9	8	5	1	1	3	1	8	1	1	1	1	1	1	1	6	4	2	3	2	3	1	1	3	5
	320	16	NOV	3	2	3	7	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	2	1	1	8	1	1	1	8	4	8	5	1	1	3	1	8	1	1	1	1	1	1	1	1	2	2	3	2	3	1	1	3	5
	321	17	NOV	3	2	3	9	1	1	6	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	1	1	1	9	4	1	1	8	4	8	5	1	1	3	1	9	7	1	1	1	1	1	1	1	3	5	3	5	3	1	1	3	5
	322	18	NOV	4	1	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	1	2	4	1	1	8	9	8	5	1	1	3	1	2	5	1	1	1	1	1	1	1	6	1	6	9	6	1	1	4	8
	323	19	NOV	7	9	3	9	1	1	7	9	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	7	9	1	1	2	5	1	1	8	9	8	5	1	1	3	1	2	5	1	1	1	1	1	1	9	5	9	7	9	7	1	1	3	8
	324	20	NOV	7	8	3	9	1	1	7	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	7	9	1	1	8	9	1	1	8	4	8	5	1	1	3	1	8	5	1	1	1	1	1	1	9	5	9	7	9	7	1	1	3	2
	325	21	NOV	7	5	3	2	1	1	7	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	7	5	1	1	2	4	1	1	8	4	8	5	1	1	3	1	2	1	1	1	1	1	1	1	3	5	9	7	9	7	1	1	7	5
	326	22	NOV	7	8	1	9	1	1	7	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	7	9	1	1	6	9	1	1	8	4	8	5	1	1	3	1	6	1	1	1	1	1	1	1	8	2	8	7	8	7	1	1	7	2
	327	23	NOV	7	8	1	9	1	1	7	3	8	5	1	1	1	1	1	1	3	2	1	1	1	1	1	1	7	8	1	1	2	4	1	1	8	4	8	5	1	1	3	1	2	5	1	1	1	1	1	1	8	2	8	7	8	7	1	1	7	8
	328	24	NOV	7	8	3	9	1	1	7	9	8	5	1	1	1	1	1	1	3	2	1	1	1	1	1	1	7	9	1	1	9	3	1	1	8	4	8	5	1	1	3	1	9	7	1	1	1	1	1	1	3	7	8	7	8	7	1	1	7	8
	329	25	NOV	7	8	3	9	1	1	7	5	8	5	1	1	1	1	1	1	3	7	1	1	1	1	1	1	7	3	1	1	7	4	1	1	8	4	8	5	1	1	3	1	7	4	1	1	1	1	1	1	4	7	8	7	8	7	1	1	7	8
	330	26	NOV	7	8	3	9	1	1	2	5	8	5	1	1	1	1	1	1	3	1	1	1	1	1	1	1	7	8	1	1	2	5	1	1	8	4	8	5	1	1	3	1	2	5	1	1	1	1	1	1	4	1	8	7	8	7	1	1	7	1
	331	27	NOV	4	2	1	6	1	1	4	6	8	5	1	1	1	1	1	1	3	1	1	1	1	1	1	1	7	2	1	1	2	9	1	1	8	4	8	5	1	1	3	1	2	7	1	1	1	1	1	1	8	7	8	7	8	7	1	1	6	1
	332	28	NOV	4	2	5	2	1	1	9	2	8	5	1	1	1	1	1	1	2	1	1	1	1	1	1	2	4	2	1	1	8	7	1	1	8	4	8	5	1	1	3	1	9	7	1	1	1	1	1	1	8	7	8	3	8	5	1	1	6	7
	333	29	NOV	5	2	1	6	1	1	4	2	8	5	1	1	1	1	1	1	8	1	1	1	1	1	1	1	4	2	1	1	4	5	1	1	8	4	8	5	1	1	3	1	4	5	1	1	1	1	1	1	8	1	8	5	8	4	1	1	4	1
	334	30	NOV	4	2	3	2	1	1	4	2	8	5	1	1	1	1	1	1	8	7	1	1	1	1	1	1	4	2	1	1	5	7	1	1	8	4	8	5	1	1	3	1	5	7	1	1	1	1	1	1	8	3	8	4	8	4	1	1	4	7
	335	01	DEC	4	2	3	2	1	1	4	2	8	5	1	1	1	1	1	1	8	1	1	1	1	1	1	2	4	2	1	1	9	2	1	1	8	4	8	5	1	1	3	1	9	2	1	1	1	1	1	1	8	3	8	4	8	4	1	1	4	3
	336	02	DEC	4	8	3	2	1	1	4	3	8	5	1	1	1	1	1	1	8	1	1	1	1	1	1	1	4	8	1	1	2	3	1	1	8	4	8	5	1	1	3	1	2	3	1	1	1	1	1	1	2	3	8	4	8	5	1	1	4	3
	337	03	DEC	5	8	3	7	1	1	5	1	8	5	1	1	1	1	1	1	8	1	1	1	1	1	1	1	5	8	1	1	8	3	1	1	8	4	8	5	1	1	3	1	8	5	1	1	1	1	1	1	8	3	8	5	8	5	1	1	5	3
	338	04	DEC	5	8	3	7	1	1	4	7	8	5	1	1	1	1	1	1	2	1	1	1	1	1	1	1	5	8	1	1	2	1	1	1	8	4	8	5	1	1	3	1	9	1	1	1	1	1	1	1	8	3	8	5	8	5	1	1	5	3
	339	05	DEC	5	1	3	8	1	1	4	1	8	5	1	1	1	1	1	1	8	1	1	1	1	1	2	8	5	8	1	1	9	6	1	1	8	4	8	5	1	1	3	1	9	6	1	1	1	1	1	1	8	3	8	5	8	5	1	1	4	3
	340	06	DEC	5	1	3	1	1	1	5	1	8	5	1	1	1	1	1	1	2	3	1	1	1	1	2	1	5	6	1	1	8	1	1	1	8	4	8	5	1	1	3	1	9	1	1	1	1	1	1	1	7	3	1	5	1	5	1	1	7	3
	341	07	DEC	5	1	3	2	1	1	5	1	8	5	1	1	1	1	1	1	2	3	1	1	1	1	1	1	4	1	1	1	2	4	1	1	8	4	8	5	1	1	3	1	2	4	1	1	1	1	1	1	8	3	1	4	1	5	1	1	5	3
	342	08	DEC	5	6	3	9	1	1	5	1	8	5	1	1	1	1	1	1	7	1	1	1	1	1	1	1	5	7	1	1	8	5	1	1	8	4	8	5	1	1	3	1	8	5	1	1	1	1	1	1	7	3	8	5	8	5	1	1	5	3
	343	09	DEC	5	7	3	9	1	1	3	7	8	5	1	1	1	1	1	1	2	3	1	1	1	1	1	1	3	7	1	1	1	4	1	1	8	4	8	5	1	1	3	1	1	4	1	1	1	1	1	1	2	3	2	3	2	5	1	1	2	3
	344	10	DEC	4	7	3	8	1	1	2	7	8	5	1	1	1	1	1	1	2	3	1	1	1	1	1	8	4	7	1	1	8	4	1	1	8	4	8	5	1	1	3	1	8	4	1	1	1	1	1	1	2	3	7	3	2	4	1	1	2	3
	345	11	DEC	4	8	3	8	1	1	6	1	8	5	1	1	1	1	1	1	5	3	1	1	1	1	1	8	4	8	1	1	2	4	1	1	8	4	8	5	1	1	3	1	3	1	1	1	1	1	1	1	5	3	8	4	8	4	1	1	5	3
	346	12	DEC	6	8	1	8	1	1	6	3	8	5	1	1	1	1	1	1	5	3	1	1	1	1	1	8	6	3	1	1	9	8	1	1	8	4	8	5	1	1	3	1	9	8	1	1	1	1	1	1	5	3	8	4	8	4	1	1	5	8
	347	13	DEC	5	8	1	8	1	1	6	3	8	5	1	1	1	1	1	1	5	3	1	1	1	1	1	8	4	1	1	1	1	3	1	1	8	4	8	5	1	1	3	1	9	5	1	1	1	1	1	1	5	1	8	4	8	4	1	1	5	8
	348	14	DEC	4	8	1	8	1	1	4	3	8	5	1	1	1	1	1	1	5	4	1	1	1	1	1	8	4	3	1	1	2	3	1	1	8	4	8	5	1	1	4	1	2	1	1	1	1	1	1	1	5	4	8	4	8	4	1	1	5	8
	349	15	DEC	4	8	1	8	1	1	4	3	8	5	1	1	1	1	1	1	5	4	1	1	1	1	1	8	4	8	1	1	2	3	1	1	8	4	8	5	1	1	4	1	2	1	1	1	1	1	1	1	5	1	8	4	8	4	1	1	4	9
	350	16	DEC	4	8	1	8	1	1	4	9	8	5	1	1	1	1	1	1	9	4	1	1	1	1	1	8	4	8	1	1	2	9	1	1	8	4	8	5	1	1	4	1	2	9	1	1	1	1	1	1	6	1	8	4	8	4	1	1	4	1
	351	17	DEC	4	8	1	2	1	1	4	3	8	5	1	1	1	1	1	1	9	4	1	1	1	1	1	1	4	9	1	1	9	4	1	1	8	4	8	5	1	1	4	1	9	5	1	1	1	1	1	1	6	1	9	4	9	4	1	1	4	1
	352	18	DEC	4	2	1	2	1	1	1	2	8	5	1	1	1	1	1	1	9	4	1	1	1	1	1	2	4	9	1	1	1	2	1	1	8	4	8	5	1	1	4	1	1	2	1	1	1	1	1	1	6	4	2	4	2	4	1	1	4	7
	353	19	DEC	5	8	5	2	1	1	5	3	8	5	1	1	1	1	1	1	9	4	1	1	1	1	1	8	5	3	1	1	7	9	1	1	8	4	8	5	1	1	4	1	7	8	1	1	1	1	1	1	6	4	6	4	2	4	1	1	6	8
	354	20	DEC	4	8	1	2	1	1	1	3	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	3	4	9	1	1	2	3	1	1	8	4	8	5	1	1	4	1	2	3	1	1	1	1	1	1	3	8	3	4	3	4	1	1	3	8
	355	21	DEC	1	9	5	2	1	1	1	9	8	5	1	1	1	1	1	1	3	8	1	1	1	1	1	9	5	9	1	1	8	9	1	1	8	4	8	5	1	1	4	1	8	9	1	1	1	1	1	1	1	8	9	4	9	4	1	1	3	8
	356	22	DEC	5	9	3	2	1	1	5	7	8	5	1	1	1	1	1	1	3	8	1	1	1	1	1	2	5	9	1	1	3	5	1	1	8	4	8	5	1	1	4	1	3	5	1	1	1	1	1	1	1	8	9	5	9	5	1	1	1	8
	357	23	DEC	5	9	3	2	1	1	6	9	8	5	1	1	1	1	1	1	3	6	1	1	1	1	1	2	5	9	1	1	2	5	1	1	8	4	8	5	1	1	4	1	2	5	1	1	1	1	1	1	1	8	9	5	9	5	1	1	3	5
	358	24	DEC	3	2	3	2	1	1	5	9	8	5	1	1	1	1	1	1	3	6	1	1	1	1	1	2	3	2	1	1	3	4	1	1	3	4	3	5	1	1	3	1	3	5	1	1	1	1	1	1	1	5	3	5	3	5	1	1	3	5
	359	25	DEC	3	2	3	2	1	1	1	9	8	5	1	1	1	1	1	1	3	6	1	1	1	1	1	2	3	2	1	1	3	5	1	1	3	4	3	5	1	1	3	1	3	5	1	1	1	1	1	1	1	5	3	5	3	5	1	1	3	5
	360	26	DEC	3	2	3	2	1	1	1	9	8	5	1	1	1	1	1	1	3	6	1	1	1	1	1	2	3	2	1	1	3	2	1	1	3	4	3	5	1	1	3	1	3	2	1	1	1	1	1	1	1	4	3	5	3	5	1	1	3	5
	361	27	DEC	3	2	3	2	1	1	1	9	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	2	3	8	1	1	3	6	1	1	3	4	3	5	1	1	3	1	3	6	1	1	1	1	1	1	2	4	3	4	3	5	1	1	3	8
	362	28	DEC	3	8	3	2	1	1	1	9	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	2	3	2	1	1	3	6	1	1	3	4	3	5	1	1	3	1	3	6	1	1	1	1	1	1	1	4	3	4	3	5	1	1	3	8
	363	29	DEC	3	8	3	6	1	1	2	9	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	1	3	8	1	1	2	4	1	1	3	4	3	5	1	1	3	1	2	4	1	1	1	1	1	1	2	4	3	4	3	4	1	1	3	8
	364	30	DEC	3	8	3	2	1	1	1	9	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	2	3	2	1	1	3	4	1	1	3	4	3	5	1	1	3	1	3	4	1	1	1	1	1	1	2	4	3	4	3	4	1	1	3	8
