C	area	id	daily
	VARIABLES	BEGIN	END
	58	1	364

C	daily			OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	BALANCE	BALANCE	LOAD	LOAD	H. ROR	H. ROR	WIND	WIND	SOLAR	SOLAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	COAL	COAL	GAS	GAS	OIL	OIL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. PUMP	H. PUMP	H. LEV	H. LEV	H. INFL	H. INFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	AVL DTG	AVL DTG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	NP COST	NP COST	NODU	NODU
	319	15	NOV	5	11	12	4	1	1	5	11	2	8	1	1	1	1	1	1	2	9	1	1	1	1	1	1	5	1	1	1	12	9	1	1	8	6	2	8	1	1	5	2	7	9	1	1	1	1	1	1	3	9	11	5	11	8	1	1	3	9
	320	16	NOV	10	11	3	9	1	1	7	9	2	8	1	1	1	1	1	1	2	3	1	1	1	1	1	1	10	11	1	1	7	8	1	1	8	6	2	8	1	1	5	2	7	8	1	1	1	1	1	1	2	8	11	10	11	8	1	1	6	9
	321	17	NOV	10	9	3	9	1	1	7	9	2	8	1	1	1	1	1	1	2	8	1	1	1	1	1	1	10	9	1	1	11	8	1	1	8	6	2	8	1	1	5	2	11	8	1	1	1	1	1	1	2	5	2	5	11	5	1	1	6	9
	322	18	NOV	6	9	3	9	1	1	6	9	2	8	1	1	1	1	1	1	2	8	1	1	1	1	1	1	6	2	1	1	4	1	1	1	8	6	2	8	1	1	5	2	4	1	1	1	1	1	1	1	2	5	2	6	2	5	1	1	6	9
	323	19	NOV	6	9	8	2	1	1	6	9	2	8	1	1	1	1	1	1	2	4	1	1	1	1	1	1	8	2	1	1	9	8	1	1	8	6	2	8	1	1	5	2	9	8	1	1	1	1	1	1	2	5	2	8	2	6	1	1	6	9
	324	20	NOV	6	9	8	2	1	1	6	9	2	8	1	1	1	1	1	1	2	4	1	1	1	1	1	1	6	9	1	1	11	3	1	1	8	6	2	8	1	1	5	1	11	3	1	1	1	1	1	1	2	6	2	6	2	8	1	1	8	10
	325	21	NOV	8	9	8	9	1	1	6	9	2	8	1	1	1	1	1	1	2	8	1	1	1	1	1	9	8	9	1	1	11	9	1	1	8	6	2	8	1	1	5	1	11	9	1	1	1	1	1	1	2	8	2	8	2	8	1	1	2	5
	326	22	NOV	6	9	8	7	1	1	6	9	2	8	1	1	1	1	1	1	2	8	1	1	1	1	1	7	1	9	1	1	6	9	1	1	8	6	2	8	1	1	5	1	6	9	1	1	1	1	1	1	2	5	3	1	2	8	1	1	3	5
	327	23	NOV	6	9	8	9	1	1	6	9	2	8	1	1	1	1	1	1	9	12	1	1	1	1	1	9	6	9	1	1	4	6	1	1	8	6	2	8	1	1	5	1	4	9	1	1	1	1	1	1	2	1	2	6	2	8	1	1	2	12
	328	24	NOV	8	9	3	9	1	1	5	12	2	8	1	1	1	1	1	1	9	1	1	1	1	1	1	1	5	9	1	1	2	8	1	1	8	6	2	8	1	1	5	1	2	8	1	1	1	1	1	1	2	1	9	1	11	8	1	1	2	1
	329	25	NOV	8	9	3	9	1	1	2	12	2	8	1	1	1	1	1	1	9	5	1	1	1	1	1	1	5	9	1	1	3	5	1	1	8	6	2	8	1	1	5	1	3	8	1	1	1	1	1	1	2	1	9	8	9	8	1	1	9	1
	330	26	NOV	8	11	3	9	1	1	2	1	2	8	1	1	1	1	1	1	9	6	1	1	1	1	1	1	8	11	1	1	11	10	1	1	8	6	2	8	1	1	5	1	11	10	1	1	1	1	1	1	9	6	11	8	11	8	1	1	3	6
	331	27	NOV	8	12	8	9	1	1	3	1	2	8	1	1	1	1	1	1	9	6	1	1	1	1	1	1	8	11	1	1	3	1	1	1	8	6	2	8	1	1	5	1	7	1	1	1	1	1	1	1	9	6	12	8	9	8	1	1	3	1
	332	28	NOV	6	11	11	9	1	1	7	4	2	8	1	1	1	1	1	1	9	6	1	1	1	1	1	1	6	11	1	1	7	4	1	1	8	6	2	8	1	1	5	1	7	4	1	1	1	1	1	1	9	6	7	6	3	8	1	1	9	6
	333	29	NOV	10	11	1	5	1	1	10	1	2	8	1	1	1	1	1	1	9	2	1	1	1	1	1	5	10	11	1	1	6	5	1	1	8	6	2	8	1	1	5	1	6	8	1	1	1	1	1	1	5	6	5	6	3	8	1	1	5	2
	334	30	NOV	10	11	8	5	1	1	10	6	2	8	1	1	1	1	1	1	3	2	1	1	1	1	1	5	10	11	1	1	4	1	1	1	8	6	2	8	1	1	5	1	4	1	1	1	1	1	1	1	5	6	5	8	3	8	1	1	5	2
	335	01	DEC	10	12	11	9	1	1	10	6	7	8	1	1	1	1	1	1	3	6	1	1	1	1	1	1	10	12	1	1	7	8	1	1	8	6	7	8	1	1	5	1	7	8	1	1	1	1	1	1	5	6	3	8	3	8	1	1	10	2
	336	02	DEC	10	12	11	9	1	1	10	3	7	8	1	1	1	1	1	1	3	6	1	1	1	1	1	1	10	3	1	1	4	8	1	1	8	6	7	8	1	1	5	1	4	8	1	1	1	1	1	1	5	7	3	8	3	7	1	1	10	2
	337	03	DEC	6	3	6	3	1	1	10	3	7	8	1	1	1	1	1	1	6	8	1	1	1	1	1	3	6	3	1	1	6	8	1	1	6	7	6	8	1	1	6	1	6	8	1	1	1	1	1	1	3	7	6	8	6	10	1	1	6	2
	338	04	DEC	6	3	6	3	1	1	10	3	7	8	1	1	1	1	1	1	6	7	1	1	1	1	1	3	6	3	1	1	6	8	1	1	6	7	6	8	1	1	6	1	6	8	1	1	1	1	1	1	3	7	6	10	6	10	1	1	6	7
	339	05	DEC	6	3	6	3	1	1	10	6	7	8	1	1	1	1	1	1	6	4	1	1	1	1	1	3	6	3	1	1	6	5	1	1	6	7	6	8	1	1	6	1	6	9	1	1	1	1	1	1	3	7	6	8	6	10	1	1	6	7
	340	06	DEC	6	3	6	3	1	1	10	6	7	8	1	1	1	1	1	1	6	7	1	1	1	1	1	3	6	2	1	1	6	2	1	1	6	7	6	8	1	1	6	1	6	2	1	1	1	1	1	1	3	7	6	7	6	10	1	1	6	7
	341	07	DEC	6	3	6	3	1	1	10	6	7	8	1	1	1	1	1	1	6	4	1	1	1	1	1	3	6	3	1	1	6	8	1	1	6	7	6	8	1	1	6	1	6	8	1	1	1	1	1	1	3	7	6	1	6	10	1	1	6	7
	342	08	DEC	6	3	6	3	1	1	10	3	7	8	1	1	1	1	1	1	6	4	1	1	1	1	1	3	6	3	1	1	6	8	1	1	6	7	6	8	1	1	6	1	6	8	1	1	1	1	1	1	10	12	6	12	6	12	1	1	6	12
	343	09	DEC	6	3	6	3	1	1	1	3	7	8	1	1	1	1	1	1	6	4	1	1	1	1	1	3	6	3	1	1	6	10	1	1	6	7	6	8	1	1	6	1	6	10	1	1	1	1	1	1	3	12	6	5	6	5	1	1	6	12
	344	10	DEC	1	7	3	7	1	1	1	8	7	8	1	1	1	1	1	1	9	4	1	1	1	1	1	7	4	9	1	1	11	5	1	1	8	6	7	8	1	1	5	1	11	8	1	1	1	1	1	1	11	12	9	2	3	2	1	1	11	12
	345	11	DEC	6	7	1	7	1	1	6	7	7	8	1	1	1	1	1	1	10	1	1	1	1	1	1	7	1	12	1	1	11	8	1	1	8	6	7	8	1	1	5	1	11	8	1	1	1	1	1	1	8	5	7	6	7	6	1	1	9	7
	346	12	DEC	1	12	1	7	1	1	6	12	7	8	1	1	1	1	1	1	3	1	1	1	1	1	1	7	1	3	1	1	4	3	1	1	8	6	7	8	1	1	5	1	4	3	1	1	1	1	1	1	9	5	7	2	7	2	1	1	9	12
	347	13	DEC	4	12	8	7	1	1	2	12	7	8	1	1	1	1	1	1	3	4	1	1	1	1	1	12	4	3	1	1	2	9	1	1	8	6	7	8	1	1	5	1	2	9	1	1	1	1	1	1	11	2	12	2	7	2	1	1	10	12
	348	14	DEC	2	12	8	7	1	1	2	12	7	8	1	1	1	1	1	1	9	1	1	1	1	1	1	12	2	12	1	1	3	10	1	1	8	6	7	8	1	1	5	1	3	10	1	1	1	1	1	1	11	2	7	2	7	2	1	1	9	12
	349	15	DEC	8	12	3	12	1	1	8	12	7	8	1	1	1	1	1	1	12	1	1	1	1	1	1	12	6	12	1	1	3	5	1	1	8	6	7	8	1	1	5	1	3	4	1	1	1	1	1	1	7	2	12	6	12	2	1	1	8	6
	350	16	DEC	8	12	3	12	1	1	8	12	7	8	1	1	1	1	1	1	12	6	1	1	1	1	1	7	8	12	1	1	11	8	1	1	8	6	7	8	1	1	5	1	11	8	1	1	1	1	1	1	7	6	7	6	7	6	1	1	7	6
	351	17	DEC	5	12	3	7	1	1	5	4	7	8	1	1	1	1	1	1	10	6	1	1	1	1	1	12	5	12	1	1	3	8	1	1	8	6	7	8	1	1	5	1	3	8	1	1	1	1	1	1	9	6	7	5	12	5	1	1	9	6
	352	18	DEC	5	12	8	12	1	1	5	12	7	8	1	1	1	1	1	1	3	1	1	1	1	1	1	12	5	12	1	1	7	8	1	1	8	6	7	8	1	1	5	1	7	8	1	1	1	1	1	1	3	2	12	5	12	5	1	1	3	6
	353	19	DEC	5	12	5	12	1	1	5	12	7	8	1	1	1	1	1	1	12	1	1	1	1	1	1	12	5	11	1	1	7	10	1	1	8	6	7	8	1	1	5	1	7	10	1	1	1	1	1	1	9	2	12	5	12	5	1	1	9	12
	354	20	DEC	5	12	5	12	1	1	5	12	7	8	1	1	1	1	1	1	12	5	1	1	1	1	1	12	5	3	1	1	11	10	1	1	8	6	7	8	1	1	5	1	11	10	1	1	1	1	1	1	9	5	12	5	12	5	1	1	9	12
	355	21	DEC	5	12	1	7	1	1	1	10	7	8	1	1	1	1	1	1	3	5	1	1	1	1	1	12	5	3	1	1	2	10	1	1	8	6	7	8	1	1	5	1	2	10	1	1	1	1	1	1	7	2	12	5	12	5	1	1	10	2
	356	22	DEC	5	3	11	7	1	1	5	3	7	8	1	1	1	1	1	1	7	5	1	1	1	1	1	7	5	7	1	1	12	8	1	1	8	6	7	8	1	1	5	1	12	8	1	1	1	1	1	1	7	2	7	5	7	5	1	1	7	5
	357	23	DEC	5	3	11	7	1	1	5	3	7	8	1	1	1	1	1	1	7	5	1	1	1	1	1	7	5	3	1	1	12	8	1	1	8	6	7	8	1	1	5	1	12	8	1	1	1	1	1	1	7	2	7	5	7	5	1	1	7	5
	358	24	DEC	4	3	8	7	1	1	4	3	7	8	1	1	1	1	1	1	10	1	1	1	1	1	1	3	4	3	1	1	11	8	1	1	8	6	7	8	1	1	5	1	11	8	1	1	1	1	1	1	10	2	3	4	3	4	1	1	10	2
	359	25	DEC	5	11	5	3	1	1	5	3	7	8	1	1	1	1	1	1	10	1	1	1	1	1	1	11	5	11	1	1	11	3	1	1	8	6	7	8	1	1	5	1	11	3	1	1	1	1	1	1	9	4	3	5	3	5	1	1	9	2
	360	26	DEC	5	3	5	3	1	1	5	3	7	8	1	1	1	1	1	1	7	4	1	1	1	1	1	3	5	11	1	1	4	3	1	1	8	6	7	8	1	1	5	1	5	3	1	1	1	1	1	1	3	4	3	4	3	4	1	1	10	11
	361	27	DEC	8	11	5	3	1	1	2	3	7	8	1	1	1	1	1	1	9	2	1	1	1	1	1	11	8	12	1	1	2	9	1	1	8	6	7	8	1	1	5	1	2	9	1	1	1	1	1	1	8	2	11	2	11	2	1	1	9	11
	362	28	DEC	2	11	1	11	1	1	2	11	7	8	1	1	1	1	1	1	9	2	1	1	1	1	1	11	2	7	1	1	3	10	1	1	8	6	7	8	1	1	5	1	3	10	1	1	1	1	1	1	11	2	11	2	11	2	1	1	9	11
	363	29	DEC	2	11	3	11	1	1	2	11	7	8	1	1	1	1	1	1	9	2	1	1	1	1	1	11	2	7	1	1	3	10	1	1	8	6	7	8	1	1	5	1	3	10	1	1	1	1	1	1	11	2	11	2	11	2	1	1	2	11
	364	30	DEC	5	11	3	11	1	1	2	10	7	8	1	1	1	1	1	1	9	2	1	1	1	1	1	11	8	9	1	1	3	8	1	1	8	6	7	8	1	1	5	1	3	8	1	1	1	1	1	1	11	1	11	5	11	1	1	1	5	10
